id_str,label
"""592974586066534400""",non-serviceable
"""592654876674523138""",non-serviceable
"""592660090513133569""",serviceable
"""592676664817143808""",serviceable
"""593115725390356482""",non-serviceable
"""592819745914753024""",non-serviceable
"""592855692844859392""",non-serviceable
"""592752637449207808""",non-serviceable
"""592719188474646528""",non-serviceable
"""592353685797113856""",non-serviceable
"""592914541740040192""",non-serviceable
"""592754747641339904""",non-serviceable
"""592759653869744128""",non-serviceable
"""592760260538040321""",non-serviceable
"""594041617763336192""",serviceable
"""592806214700007424""",non-serviceable
"""592740225954217985""",non-serviceable
"""592762099195060225""",non-serviceable
"""592401867851898883""",non-serviceable
"""592927201315651584""",non-serviceable
"""592889309205811201""",non-serviceable
"""592733596433162241""",non-serviceable
"""592850403051642880""",non-serviceable
"""592710137598582785""",non-serviceable
"""592751611107287040""",non-serviceable
"""648538545632735233""",non-serviceable
"""592706019974864896""",non-serviceable
"""594073509623500800""",non-serviceable
"""609130894155120640""",non-serviceable
"""592703374514102272""",non-serviceable
"""592754589302181888""",non-serviceable
"""592865194554044416""",non-serviceable
"""592803742677893123""",non-serviceable
"""592841057404059648""",non-serviceable
"""592299482944905217""",non-serviceable
"""592816334322409474""",non-serviceable
"""592923630016794625""",non-serviceable
"""592866321735491585""",non-serviceable
"""389508985038311424""",non-serviceable
"""592760187502624768""",non-serviceable
"""592878220799844352""",non-serviceable
"""592826562493448195""",non-serviceable
"""592734649484476419""",non-serviceable
"""592431098942103553""",non-serviceable
"""592702281939886080""",non-serviceable
"""592583348146561024""",serviceable
"""592799637913866240""",non-serviceable
"""592803276158013440""",non-serviceable
"""593110459592613888""",non-serviceable
"""592974201620930561""",non-serviceable
"""592795672136548352""",non-serviceable
"""592947941511274496""",non-serviceable
"""592804301069799424""",non-serviceable
"""592760600100524032""",non-serviceable
"""592864857579487232""",non-serviceable
"""592804948812963840""",non-serviceable
"""592371470363406337""",non-serviceable
"""592538246128730112""",non-serviceable
"""593062132935098370""",non-serviceable
"""592325454129946624""",non-serviceable
"""592950143403462657""",non-serviceable
"""592939406509617152""",non-serviceable
"""592919929243897857""",non-serviceable
"""592769547930890240""",non-serviceable
"""592207057861742592""",non-serviceable
"""592487359599366147""",non-serviceable
"""619323723909181440""",non-serviceable
"""593835836799594496""",non-serviceable
"""592535467867938816""",non-serviceable
"""588684682214014978""",non-serviceable
"""592985473234010112""",non-serviceable
"""592821369802457088""",non-serviceable
"""592735152914169856""",non-serviceable
"""592802040964902912""",non-serviceable
"""592823565931675650""",non-serviceable
"""592803184072097792""",non-serviceable
"""592159967043530752""",non-serviceable
"""592776016701071360""",non-serviceable
"""592923673784295426""",non-serviceable
"""592882754829824000""",non-serviceable
"""592736111866286083""",non-serviceable
"""592801018565566465""",non-serviceable
"""592813535274672131""",non-serviceable
"""593084178595446784""",non-serviceable
"""592947469652221953""",non-serviceable
"""593665016840224768""",non-serviceable
"""592594004300042240""",non-serviceable
"""593069922692935682""",non-serviceable
"""592871001714733056""",non-serviceable
"""592853864266735617""",non-serviceable
"""592795625202253826""",non-serviceable
"""592724055326912513""",non-serviceable
"""592903433134419969""",non-serviceable
"""593015793794699264""",non-serviceable
"""593114184860172288""",non-serviceable
"""592943905609363456""",non-serviceable
"""592896527619780609""",non-serviceable
"""592806708172423170""",non-serviceable
"""592704972069937152""",non-serviceable
"""592658608497795072""",non-serviceable
"""592758262681964545""",non-serviceable
"""592214530282754050""",non-serviceable
"""592798080577208321""",non-serviceable
"""594202818514259968""",non-serviceable
"""592915794830450688""",serviceable
"""593294635239395329""",non-serviceable
"""592832530438594560""",non-serviceable
"""592703931324727298""",non-serviceable
"""592947079468740608""",non-serviceable
"""592926156363571201""",non-serviceable
"""592911569895436288""",non-serviceable
"""592753000315232256""",non-serviceable
"""592865477854175233""",non-serviceable
"""592873275673415680""",non-serviceable
"""592723829539110912""",non-serviceable
"""592892780139122689""",non-serviceable
"""592875954084667393""",non-serviceable
"""593000514075299841""",non-serviceable
"""592987468971921408""",non-serviceable
"""593077398997983233""",non-serviceable
"""592723069556359168""",non-serviceable
"""592728856060174337""",non-serviceable
"""592585797783658496""",non-serviceable
"""592471988578361344""",non-serviceable
